ResponseId,SCENARIO,COMPLEXITY,A,B,C,D,E,F,G,H,I,J,age,gender,education,previous_medical_research,medical_job,combined_IoT_Experience,combined_Medical_Experience,combined_CS_Experience,EXPLN_S1,EXPLN_S2,EXPLN_S3,scenario
R_10AzzI3wJmfkFcd,IoT,Simple,1,1,1,1,1,1,0,0,1,0,25-34,Male,Bachelor or Graduate degree,FALSE,FALSE,TRUE,FALSE,FALSE,Hardware,Untechnical,No Prevents,IoTSimple
R_10NZtNKNw0GOfUB,IoT,Simple,1,1,0,0,0,1,0,1,1,1,18-24,Male,Bachelor or Graduate degree,FALSE,FALSE,TRUE,FALSE,TRUE,Unsubstantial,Technical,No Prevents,IoTSimple
R_12X0hmXAAw3oa7T,IoT,Simple,1,1,1,1,0,0,0,0,1,0,25-34,Female NB or SD,Bachelor or Graduate degree,FALSE,FALSE,TRUE,FALSE,FALSE,Trust,Untechnical,No Prevents,IoTSimple
R_12mf4q3UyXdvtS1,IoT,Simple,1,1,1,1,1,1,1,0,1,0,25-34,Female NB or SD,Bachelor or Graduate degree,FALSE,TRUE,TRUE,TRUE,FALSE,Unsubstantial,Technical,No Prevents,IoTSimple
R_13m5UQ2ioHkXEx5,IoT,Simple,1,1,1,1,1,1,0,1,1,0,35-44,Male,High school or below,FALSE,TRUE,FALSE,TRUE,TRUE,Unsubstantial,Untechnical,Prevents,IoTSimple
R_13xuE5GNf2JJEil,IoT,Simple,0,0,0,0,1,1,1,1,0,1,45+,Male,High school or below,FALSE,TRUE,TRUE,TRUE,TRUE,Trust,Technical,Prevents,IoTSimple
R_147c3Fl0F0zDu0k,IoT,Simple,1,1,1,1,1,1,1,0,1,1,45+,Female NB or SD,Bachelor or Graduate degree,FALSE,FALSE,FALSE,FALSE,FALSE,Hardware,Technical,Prevents,IoTSimple
R_16wgPFeQY0NPQ53,IoT,Simple,1,1,1,1,0,0,0,1,1,0,35-44,Male,High school or below,FALSE,FALSE,TRUE,FALSE,TRUE,Hardware,Technical,Prevents,IoTSimple
R_19OdQEScuXCpTc5,IoT,Simple,1,1,1,1,1,1,1,1,1,1,35-44,Female NB or SD,High school or below,FALSE,FALSE,FALSE,FALSE,FALSE,Unsubstantial,Untechnical,Prevents,IoTSimple
R_19n6U8YqJ8pPRPA,IoT,Simple,1,1,1,1,1,0,1,0,0,0,35-44,Male,High school or below,FALSE,TRUE,TRUE,TRUE,FALSE,Hardware,Technical,Prevents,IoTSimple
R_19stRKpG4OVbm0N,IoT,Simple,1,0,1,1,1,0,1,0,0,0,35-44,Male,High school or below,FALSE,FALSE,TRUE,FALSE,TRUE,Unsubstantial,Technical,No Prevents,IoTSimple
R_1DOb9BeUecTxusQ,IoT,Simple,1,0,1,1,1,0,1,1,0,0,25-34,Female NB or SD,High school or below,FALSE,FALSE,TRUE,FALSE,FALSE,Trust,Technical,Prevents,IoTSimple
R_1EoAtAMTyDc5zsa,IoT,Simple,1,1,1,0,1,1,1,0,1,1,35-44,Male,Bachelor or Graduate degree,FALSE,FALSE,TRUE,FALSE,FALSE,Hardware,Untechnical,No Prevents,IoTSimple
R_1ErHeTKg6R1uOE1,IoT,Simple,1,1,1,1,1,1,0,0,1,0,25-34,Female NB or SD,Bachelor or Graduate degree,FALSE,FALSE,FALSE,FALSE,FALSE,Trust,Technical,Prevents,IoTSimple
R_1F1Y8wGynsMRT2T,IoT,Simple,1,0,0,0,1,0,1,0,0,1,25-34,Male,Bachelor or Graduate degree,TRUE,FALSE,TRUE,TRUE,FALSE,Hardware,Technical,Prevents,IoTSimple
R_1F2Nhtk4EsTxMJ4,IoT,Simple,1,1,0,1,1,1,1,1,1,1,45+,Male,Bachelor or Graduate degree,FALSE,FALSE,TRUE,FALSE,TRUE,Trust,Technical,No Prevents,IoTSimple
R_1HB8hccLCE3oeje,IoT,Simple,1,1,0,0,1,1,1,1,1,1,25-34,Male,Bachelor or Graduate degree,FALSE,FALSE,TRUE,FALSE,FALSE,Trust,Technical,Prevents,IoTSimple
R_1IQIeqlM4dg9IA1,IoT,Simple,1,1,1,1,1,1,1,0,1,1,35-44,Female NB or SD,Bachelor or Graduate degree,FALSE,FALSE,FALSE,FALSE,FALSE,Unsubstantial,Technical,Prevents,IoTSimple
R_1J3mstVf0wYZFDj,IoT,Simple,1,1,1,1,1,1,1,0,1,1,35-44,Male,Bachelor or Graduate degree,FALSE,FALSE,TRUE,FALSE,FALSE,Unsubstantial,Technical,Prevents,IoTSimple
R_1JFxAhldlomGkth,IoT,Simple,1,1,0,1,1,1,1,0,0,1,45+,Female NB or SD,Bachelor or Graduate degree,FALSE,FALSE,FALSE,FALSE,FALSE,Unsubstantial,Untechnical,No Prevents,IoTSimple
R_1MrN1fBUIi3XY0e,IoT,Simple,1,1,1,1,0,0,0,0,1,0,25-34,Male,High school or below,FALSE,FALSE,TRUE,FALSE,TRUE,Hardware,Technical,Prevents,IoTSimple
R_1O75iTJCG81RaPn,IoT,Simple,1,1,1,1,1,0,0,0,1,1,18-24,Male,High school or below,FALSE,FALSE,TRUE,FALSE,FALSE,Trust,Technical,Prevents,IoTSimple
R_1P50q7uBjmmSwzu,IoT,Simple,1,0,1,1,1,1,1,0,1,1,25-34,Female NB or SD,Bachelor or Graduate degree,FALSE,FALSE,TRUE,FALSE,FALSE,Trust,Technical,No Prevents,IoTSimple
R_1PTQ50PlSQPyrJA,IoT,Simple,1,1,1,1,1,1,1,0,1,0,35-44,Male,High school or below,FALSE,FALSE,TRUE,FALSE,FALSE,Hardware,Untechnical,No Prevents,IoTSimple
R_1R7PBOYP0Jqvcbv,IoT,Simple,1,1,1,1,1,1,0,1,1,0,25-34,Male,Bachelor or Graduate degree,TRUE,FALSE,TRUE,TRUE,TRUE,Unsubstantial,Technical,Prevents,IoTSimple
R_1RaznavDCHne6h6,IoT,Simple,1,1,1,0,1,0,0,0,1,1,45+,Female NB or SD,Bachelor or Graduate degree,FALSE,FALSE,FALSE,FALSE,FALSE,Trust,Untechnical,No Prevents,IoTSimple
R_1VkCiDZ0lUEvkG4,IoT,Simple,1,1,1,1,1,1,1,1,1,1,25-34,Female NB or SD,Bachelor or Graduate degree,TRUE,FALSE,FALSE,TRUE,FALSE,Unsubstantial,Technical,Prevents,IoTSimple
R_1W8pjJAMeJGeYiB,IoT,Simple,1,1,1,1,1,0,1,0,1,0,25-34,Male,Bachelor or Graduate degree,FALSE,FALSE,TRUE,FALSE,TRUE,Trust,Technical,Prevents,IoTSimple
R_1WD54s3RGRQbdWr,IoT,Simple,1,1,0,1,1,0,0,1,1,0,25-34,Male,Bachelor or Graduate degree,FALSE,FALSE,TRUE,FALSE,FALSE,Hardware,Technical,Prevents,IoTSimple
R_1a804pEEXfyBVIt,IoT,Simple,1,1,1,1,1,1,0,1,1,0,45+,Male,Bachelor or Graduate degree,FALSE,FALSE,TRUE,FALSE,TRUE,Hardware,Untechnical,No Prevents,IoTSimple
R_1cyK0rnB5yk0kPn,IoT,Simple,1,0,0,0,1,1,1,1,0,1,45+,Male,Bachelor or Graduate degree,FALSE,FALSE,TRUE,FALSE,FALSE,Unsubstantial,Technical,No Prevents,IoTSimple
R_1dfLsoEciyPHImj,IoT,Simple,1,1,1,1,0,0,0,1,1,0,25-34,Male,Bachelor or Graduate degree,FALSE,FALSE,TRUE,FALSE,FALSE,Unsubstantial,Technical,Prevents,IoTSimple
R_1eF2ZRue4PsBGKY,IoT,Simple,1,1,1,1,1,0,0,0,1,0,45+,Male,High school or below,FALSE,FALSE,FALSE,FALSE,FALSE,Trust,Untechnical,Prevents,IoTSimple
R_1efUiqsrYeXsE7r,IoT,Simple,1,1,1,1,1,1,1,0,0,1,18-24,Female NB or SD,Bachelor or Graduate degree,FALSE,TRUE,TRUE,TRUE,FALSE,Unsubstantial,Technical,Prevents,IoTSimple
R_1fOhOljcNufcPhc,IoT,Simple,1,1,1,1,1,1,0,1,1,0,45+,Female NB or SD,Bachelor or Graduate degree,FALSE,FALSE,TRUE,FALSE,FALSE,Unsubstantial,Technical,Prevents,IoTSimple
R_1fVnEU62o25xh1g,IoT,Simple,1,0,1,0,1,1,1,0,0,1,25-34,Male,High school or below,FALSE,FALSE,TRUE,FALSE,FALSE,Trust,Technical,Prevents,IoTSimple
R_1gArMDSFdy6w2U9,IoT,Simple,1,1,1,1,0,0,0,1,1,0,35-44,Male,Bachelor or Graduate degree,FALSE,FALSE,TRUE,FALSE,TRUE,Hardware,Technical,Prevents,IoTSimple
R_1gN3qHH3xQMASgK,IoT,Simple,0,1,1,1,1,1,1,1,1,1,35-44,Female NB or SD,High school or below,FALSE,FALSE,TRUE,FALSE,FALSE,Unsubstantial,Untechnical,Prevents,IoTSimple
R_1mR0HWJG9wo0sCt,IoT,Simple,1,1,1,0,1,1,1,1,1,1,45+,Male,Bachelor or Graduate degree,FALSE,FALSE,TRUE,FALSE,TRUE,Hardware,Untechnical,No Prevents,IoTSimple
R_1n65J64IcWJ5Zd8,IoT,Simple,1,1,1,1,1,1,1,0,1,0,18-24,Female NB or SD,Bachelor or Graduate degree,FALSE,FALSE,TRUE,FALSE,FALSE,Unsubstantial,Untechnical,Prevents,IoTSimple
R_1nXDkNVtayzy0vv,IoT,Simple,1,1,1,1,1,1,1,0,1,0,25-34,Male,High school or below,FALSE,FALSE,TRUE,FALSE,FALSE,Trust,Untechnical,Prevents,IoTSimple
R_1pF6Sm99uTl334B,IoT,Simple,1,1,1,1,1,0,1,1,1,1,25-34,Female NB or SD,Bachelor or Graduate degree,TRUE,TRUE,TRUE,TRUE,FALSE,Unsubstantial,Technical,Prevents,IoTSimple
R_1rpOyyqcdDGYHCD,IoT,Simple,1,1,1,1,1,1,1,0,0,0,35-44,Female NB or SD,High school or below,FALSE,FALSE,TRUE,FALSE,FALSE,Unsubstantial,Technical,No Prevents,IoTSimple
R_1rusV32VeaLc8AV,IoT,Simple,1,1,1,1,1,1,1,1,1,1,35-44,Female NB or SD,Bachelor or Graduate degree,FALSE,FALSE,FALSE,FALSE,FALSE,Unsubstantial,Technical,Prevents,IoTSimple
R_1sYKImlKgyKVGkG,IoT,Simple,1,1,1,1,1,1,1,1,1,1,45+,Male,High school or below,FALSE,FALSE,FALSE,FALSE,FALSE,Hardware,Untechnical,No Prevents,IoTSimple
R_1srFdtbrZSUM79T,IoT,Simple,1,0,1,1,1,1,1,1,0,1,35-44,Male,High school or below,FALSE,TRUE,FALSE,TRUE,FALSE,Trust,Untechnical,No Prevents,IoTSimple
R_1v1zR6NB4gp5sd3,IoT,Simple,1,1,1,1,1,1,1,0,1,0,45+,Male,Bachelor or Graduate degree,TRUE,FALSE,TRUE,TRUE,FALSE,Hardware,Untechnical,Prevents,IoTSimple
R_1vLDkHEFgv1hoB3,IoT,Simple,1,0,1,0,1,1,1,0,0,1,45+,Female NB or SD,Bachelor or Graduate degree,FALSE,FALSE,TRUE,FALSE,FALSE,Hardware,Untechnical,Prevents,IoTSimple
R_1zuOmyKUkOkC06R,IoT,Simple,1,1,0,0,1,1,1,1,1,1,35-44,Male,Bachelor or Graduate degree,FALSE,FALSE,TRUE,FALSE,FALSE,Unsubstantial,Untechnical,Prevents,IoTSimple
R_31gQg0Jdnm2abLn,IoT,Simple,1,1,1,1,1,1,0,1,1,1,45+,Male,High school or below,FALSE,FALSE,TRUE,FALSE,FALSE,Hardware,Untechnical,Prevents,IoTSimple
R_325VcST03ZYcbYs,IoT,Simple,1,1,1,1,0,0,0,0,1,0,18-24,Male,Bachelor or Graduate degree,FALSE,FALSE,TRUE,FALSE,TRUE,Hardware,Technical,Prevents,IoTSimple
R_32L0pxPM2diEtPB,IoT,Simple,1,1,0,0,1,1,1,1,0,1,25-34,Male,Bachelor or Graduate degree,FALSE,FALSE,TRUE,FALSE,FALSE,Unsubstantial,Untechnical,No Prevents,IoTSimple
R_33VKb5WfiSCYUJ4,IoT,Simple,1,1,0,1,1,0,1,0,1,0,25-34,Female NB or SD,High school or below,FALSE,FALSE,TRUE,FALSE,FALSE,Unsubstantial,Untechnical,No Prevents,IoTSimple
R_33rSlUX9TP5TQgw,IoT,Simple,1,1,1,1,1,1,1,1,1,1,45+,Female NB or SD,High school or below,TRUE,TRUE,TRUE,TRUE,FALSE,Hardware,Technical,Prevents,IoTSimple
R_34AV4MkRLl2atwf,IoT,Simple,1,1,1,1,0,0,0,1,1,0,18-24,Male,Bachelor or Graduate degree,FALSE,FALSE,TRUE,FALSE,TRUE,Unsubstantial,Untechnical,No Prevents,IoTSimple
R_34MiGZ6AucyINvg,IoT,Simple,1,1,1,0,1,0,0,0,1,1,45+,Female NB or SD,Bachelor or Graduate degree,TRUE,FALSE,TRUE,TRUE,FALSE,Hardware,Untechnical,No Prevents,IoTSimple
R_34e2bn2bsOIAJKZ,IoT,Simple,1,1,1,1,1,1,1,0,1,1,18-24,Female NB or SD,High school or below,FALSE,FALSE,TRUE,FALSE,FALSE,Hardware,Technical,No Prevents,IoTSimple
R_39npzNz9VbFP70C,IoT,Simple,1,1,1,1,1,0,0,0,1,0,35-44,Female NB or SD,Bachelor or Graduate degree,FALSE,FALSE,FALSE,FALSE,FALSE,Hardware,Untechnical,No Prevents,IoTSimple
R_39yCzuV37FV6nYt,IoT,Simple,1,1,1,1,1,1,1,1,0,0,18-24,Male,High school or below,FALSE,FALSE,FALSE,FALSE,TRUE,Hardware,Untechnical,No Prevents,IoTSimple
R_3C1Zm4cBu5szfpL,IoT,Simple,1,1,1,1,1,1,1,1,1,1,35-44,Female NB or SD,Bachelor or Graduate degree,TRUE,FALSE,FALSE,TRUE,FALSE,Hardware,Technical,Prevents,IoTSimple
R_3CQ05NrX1W5KcVQ,IoT,Simple,1,1,1,1,1,0,1,0,1,1,25-34,Male,Bachelor or Graduate degree,TRUE,FALSE,TRUE,TRUE,TRUE,Unsubstantial,Untechnical,Prevents,IoTSimple
R_3ERvChpUf0y8gj7,IoT,Simple,1,1,1,0,1,1,0,0,1,0,45+,Female NB or SD,Bachelor or Graduate degree,TRUE,FALSE,TRUE,TRUE,FALSE,Unsubstantial,Technical,No Prevents,IoTSimple
R_3I3O423Dojt2D91,IoT,Simple,1,1,1,0,1,0,0,0,1,1,45+,Male,Bachelor or Graduate degree,FALSE,FALSE,TRUE,FALSE,FALSE,Unsubstantial,Untechnical,No Prevents,IoTSimple
R_3I5g06gKcSxuiSV,IoT,Simple,1,1,1,1,1,1,0,1,1,1,18-24,Female NB or SD,High school or below,FALSE,FALSE,TRUE,FALSE,FALSE,Trust,Technical,Prevents,IoTSimple
R_3I8jjimAbZ6vbAl,IoT,Simple,1,1,1,1,1,1,1,1,1,0,18-24,Female NB or SD,Bachelor or Graduate degree,TRUE,TRUE,TRUE,TRUE,FALSE,Unsubstantial,Untechnical,Prevents,IoTSimple
R_3IAiSepYQCFYNp2,IoT,Simple,1,1,1,1,1,1,1,0,1,0,25-34,Female NB or SD,Bachelor or Graduate degree,TRUE,TRUE,TRUE,TRUE,FALSE,Hardware,Untechnical,No Prevents,IoTSimple
R_3IGJ6LuNwcngfm1,IoT,Simple,1,1,0,0,1,1,1,1,1,1,35-44,Male,Bachelor or Graduate degree,FALSE,FALSE,TRUE,FALSE,TRUE,Hardware,Untechnical,Prevents,IoTSimple
R_3IW9KNQc3sQBFRr,IoT,Simple,1,1,1,1,1,1,1,1,1,1,35-44,Female NB or SD,Bachelor or Graduate degree,FALSE,FALSE,TRUE,FALSE,FALSE,Trust,Untechnical,No Prevents,IoTSimple
R_3Ja5mockRWJa6cz,IoT,Simple,1,1,1,1,1,1,0,0,1,1,18-24,Female NB or SD,High school or below,FALSE,FALSE,TRUE,FALSE,FALSE,Hardware,Untechnical,Prevents,IoTSimple
R_3KBJdKOQqVqaafw,IoT,Simple,1,1,1,1,1,1,1,1,1,1,25-34,Male,Bachelor or Graduate degree,TRUE,FALSE,TRUE,TRUE,FALSE,Trust,Untechnical,Prevents,IoTSimple
R_3KDYxGFxUzPHePF,IoT,Simple,1,1,1,1,1,1,1,1,1,1,35-44,Male,Bachelor or Graduate degree,TRUE,FALSE,FALSE,TRUE,FALSE,Hardware,Untechnical,No Prevents,IoTSimple
R_3KTIKy0avXC3lTz,IoT,Simple,1,1,1,1,0,0,0,0,1,0,45+,Male,High school or below,FALSE,FALSE,TRUE,FALSE,FALSE,Unsubstantial,Technical,No Prevents,IoTSimple
R_3MWkQpRPEql8TSV,IoT,Simple,1,1,1,1,1,1,0,1,1,0,45+,Male,Bachelor or Graduate degree,FALSE,FALSE,FALSE,FALSE,FALSE,Hardware,Technical,No Prevents,IoTSimple
R_3NfskA8Ovklri4C,IoT,Simple,1,1,1,1,1,1,0,1,1,1,45+,Male,Bachelor or Graduate degree,FALSE,FALSE,TRUE,FALSE,TRUE,Hardware,Untechnical,No Prevents,IoTSimple
R_3O0v8Vkaflqyw1k,IoT,Simple,1,1,1,1,1,1,0,0,1,0,35-44,Female NB or SD,Bachelor or Graduate degree,FALSE,FALSE,TRUE,FALSE,FALSE,Hardware,Untechnical,No Prevents,IoTSimple
R_3Q0paE3kpBdqOD2,IoT,Simple,1,1,0,0,1,1,0,0,0,1,35-44,Female NB or SD,Bachelor or Graduate degree,FALSE,FALSE,TRUE,FALSE,FALSE,Hardware,Untechnical,Prevents,IoTSimple
R_3QXnE2tZtGEp8bk,IoT,Simple,1,1,1,1,1,1,1,0,1,1,25-34,Male,Bachelor or Graduate degree,TRUE,TRUE,TRUE,TRUE,FALSE,Trust,Technical,No Prevents,IoTSimple
